Picture_Path,Labels,red_blood_cell,difficult,gametocyte,trophozoite,ring,schizont,leukocyte
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1111.png,"['difficult\n', 'red blood cell']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1112.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1113.png,"['red blood cell\n', 'difficult\n', 'schizont']",1,1,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1116.png,"['red blood cell\n', 'difficult\n', 'trophozoite']",1,1,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1117.png,"['red blood cell\n', 'schizont\n', 'trophozoite']",1,0,0,1,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1118.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_112.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1120.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1122.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1125.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1126.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1127.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1129.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_113.png,"['red blood cell\n', 'gametocyte']",1,0,1,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1130.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1137.png,"['red blood cell\n', 'trophozoite\n', 'gametocyte\n', 'ring']",1,0,1,1,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1138.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_114.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1142.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1143.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1146.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1148.png,"['red blood cell\n', 'trophozoite\n', 'schizont']",1,0,0,1,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1150.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1151.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1152.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1153.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1154.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1155.png,"['red blood cell\n', 'gametocyte']",1,0,1,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1156.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1157.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1158.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1159.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_116.png,"['schizont\n', 'red blood cell']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1162.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1164.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1165.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1166.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1167.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1169.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_117.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1171.png,"['red blood cell\n', 'leukocyte\n', 'difficult\n', 'ring\n', 'trophozoite']",1,1,0,1,1,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1172.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1173.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1174.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1175.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1179.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_118.png,"['red blood cell\n', 'leukocyte']",1,0,0,0,0,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1180.png,"['red blood cell\n', 'difficult\n', 'gametocyte']",1,1,1,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1181.png,"['red blood cell\n', 'leukocyte\n', 'ring']",1,0,0,0,1,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1182.png,"['red blood cell\n', 'difficult\n', 'trophozoite\n', 'schizont\n', 'gametocyte']",1,1,1,1,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1183.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1186.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1187.png,"['red blood cell\n', 'difficult\n', 'ring\n', 'trophozoite']",1,1,0,1,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1188.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1189.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1190.png,"['red blood cell\n', 'difficult\n', 'trophozoite\n', 'ring']",1,1,0,1,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1192.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1193.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1195.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1196.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1197.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_12.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_120.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1200.png,"['red blood cell\n', 'trophozoite\n', 'gametocyte']",1,0,1,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1201.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1202.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1203.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1204.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1206.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1210.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1212.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1214.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1215.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1216.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1218.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1219.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1220.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1221.png,"['red blood cell\n', 'difficult\n', 'schizont']",1,1,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1222.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1223.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1225.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1226.png,"['red blood cell\n', 'schizont\n', 'difficult']",1,1,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1227.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1228.png,"['red blood cell\n', 'leukocyte\n', 'trophozoite\n', 'ring']",1,0,0,1,1,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1230.png,"['red blood cell\n', 'ring\n', 'trophozoite']",1,0,0,1,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1231.png,"['red blood cell\n', 'ring']",1,0,0,0,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1232.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1236.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1237.png,"['red blood cell\n', 'schizont']",1,0,0,0,0,1,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1238.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1239.png,"['red blood cell\n', 'leukocyte\n', 'trophozoite']",1,0,0,1,0,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_124.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1240.png,"['red blood cell\n', 'ring\n', 'trophozoite']",1,0,0,1,1,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1241.png,"['red blood cell\n', 'leukocyte\n', 'trophozoite']",1,0,0,1,0,0,1
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1242.png,['red blood cell'],1,0,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1245.png,"['red blood cell\n', 'difficult']",1,1,0,0,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1246.png,"['red blood cell\n', 'trophozoite']",1,0,0,1,0,0,0
/home/ubuntu/Desktop-Sync-Folder/Exam2/train/pics/cells_1247.png,"['red blood cell\n', 'trophozoite\n', 'difficult']",1,1,0,1,0,0,0
